order_id,customer_id,country,order_date,worker_id,total_paid
OR0010503,CU02522,CA,2026-03-02,WO00274,13.14
OR0010504,CU02002,CA,2026-03-16,WO00275,47.959999999999994
OR0010505,CU02828,IR,2025-04-05,WO00429,50.84
OR0010506,CU04661,UK,2023-09-12,WO00318,32.765
OR0010507,CU04807,CA,2023-09-05,WO00186,77.2975
OR0010508,CU05527,UK,2025-05-10,WO00091,136.95
OR0010509,CU04325,IR,2024-08-23,WO00111,56.41
OR0010510,CU03458,CA,2023-06-25,WO00227,54.64
OR0010511,CU06379,UK,2023-01-31,WO00194,62.26
OR0010512,CU02830,UK,2024-09-03,WO00443,50.42
OR0010513,CU02845,UK,2025-01-18,WO00167,17.060000000000002
OR0010514,CU02455,UK,2025-02-22,WO00256,52.605000000000004
OR0010515,CU04309,IR,2024-09-30,WO00216,38.15
OR0010516,CU01474,UK,2022-12-16,WO00432,44.69
OR0010517,CU08956,IR,2018-09-14,WO00448,29.990000000000002
OR0010518,CU04407,UK,2026-02-04,WO00327,54.89
OR0010519,CU05347,CA,2026-01-26,WO00152,55.0
OR0010520,CU05211,IR,2025-09-27,WO00142,20.1375
OR0010521,CU06257,CA,2026-03-12,WO00386,44.949999999999996
OR0010522,CU04688,IR,2020-11-18,WO00114,52.46
OR0010523,CU00337,CA,2026-01-13,WO00364,55.12
OR0010524,CU00296,CA,2023-12-23,WO00192,21.46
OR0010525,CU08357,CA,2025-10-22,WO00153,47.75
OR0010526,CU07768,CA,2021-03-06,WO00200,64.73
OR0010527,CU08434,CA,2024-04-08,WO00105,104.84
OR0010528,CU08129,UK,2024-08-25,WO00183,16.75
OR0010529,CU04089,CA,2024-10-11,WO00260,132.08
OR0010530,CU08693,UK,2025-10-01,WO00499,41.31
OR0010531,CU08323,IR,2025-12-02,WO00498,130.08
OR0010532,CU02060,CA,2025-04-20,WO00446,52.0
OR0010533,CU07380,UK,2025-06-13,WO00204,107.3475
OR0010534,CU07113,CA,2025-12-30,WO00304,11.525
OR0010535,CU01389,UK,2023-04-06,WO00334,84.12
OR0010536,CU00794,UK,2023-06-05,WO00127,23.22
OR0010537,CU04882,CA,2022-04-05,WO00462,52.489999999999995
OR0010538,CU06727,UK,2023-05-10,WO00256,35.94
OR0010539,CU02154,UK,2022-05-12,WO00098,35.82
OR0010540,CU03725,CA,2026-01-22,WO00228,75.8
OR0010541,CU03920,UK,2024-04-12,WO00277,93.14
OR0010542,CU00217,CA,2025-07-05,WO00462,45.15
OR0010543,CU06360,IR,2018-09-10,WO00419,59.71
OR0010544,CU07212,UK,2017-02-16,WO00348,33.1
OR0010545,CU08436,UK,2019-10-05,WO00127,15.89
OR0010546,CU05352,UK,2021-05-11,WO00342,44.08
OR0010547,CU03964,UK,2025-12-09,WO00247,25.75
OR0010548,CU02364,CA,2025-07-23,WO00226,16.29
OR0010549,CU07461,UK,2018-01-22,WO00383,22.69
OR0010550,CU01956,UK,2025-08-25,WO00292,38.86
OR0010551,CU07817,UK,2021-11-13,WO00177,38.62
OR0010552,CU06113,UK,2023-01-12,WO00002,13.9
OR0010553,CU06401,IR,2026-02-23,WO00185,60.78
OR0010554,CU01533,UK,2019-10-11,WO00269,62.65
OR0010555,CU02352,UK,2023-08-31,WO00008,35.74
OR0010556,CU03098,UK,2024-08-06,WO00055,43.54
OR0010557,CU00598,UK,2026-02-22,WO00373,12.3
OR0010558,CU02518,CA,2023-07-06,WO00020,40.46
OR0010559,CU06631,UK,2016-02-03,WO00258,11.77
OR0010560,CU03548,UK,2018-04-06,WO00411,120.73
OR0010561,CU01358,UK,2025-11-20,WO00348,42.21
OR0010562,CU07812,CA,2023-11-02,WO00463,18.08
OR0010563,CU05226,UK,2023-08-07,WO00399,3.64
OR0010564,CU03475,CA,2023-11-07,WO00492,89.61
OR0010565,CU07821,IR,2025-11-28,WO00216,38.05
OR0010566,CU02428,CA,2024-11-30,WO00052,88.7
OR0010567,CU03731,IR,2025-11-02,WO00004,34.03
OR0010568,CU05739,CA,2024-01-17,WO00387,77.77
OR0010569,CU04741,UK,2026-02-20,WO00344,32.98
OR0010570,CU00382,CA,2023-06-24,WO00325,61.37
OR0010571,CU01952,CA,2023-10-20,WO00264,14.75
OR0010572,CU06455,CA,2025-09-19,WO00154,60.25
OR0010573,CU02892,IR,2017-09-18,WO00494,67.0875
OR0010574,CU01213,IR,2026-02-09,WO00322,38.635
OR0010575,CU00259,CA,2024-12-15,WO00105,44.29
OR0010576,CU06192,CA,2026-01-28,WO00286,8.74
OR0010577,CU04040,IR,2021-05-26,WO00060,42.3975
OR0010578,CU01319,UK,2023-01-15,WO00258,48.17
OR0010579,CU07713,UK,2023-08-27,WO00203,29.12
OR0010580,CU05354,CA,2025-08-29,WO00044,47.9
OR0010581,CU05025,UK,2025-06-04,WO00033,14.77
OR0010582,CU01875,IR,2021-01-23,WO00382,20.82
OR0010583,CU00236,IR,2023-07-03,WO00500,53.75
OR0010584,CU01778,CA,2025-03-22,WO00170,47.58
OR0010585,CU02588,CA,2026-01-11,WO00420,41.67
OR0010586,CU07690,UK,2026-02-18,WO00033,46.27
OR0010587,CU04539,UK,2022-04-30,WO00014,23.0125
OR0010588,CU07704,UK,2025-03-20,WO00385,98.515
OR0010589,CU06562,CA,2024-12-14,WO00478,80.62
OR0010590,CU06773,UK,2021-07-30,WO00473,18.84
OR0010591,CU01263,IR,2022-08-03,WO00011,31.2
OR0010592,CU02801,IR,2023-07-11,WO00171,48.61
OR0010593,CU02270,UK,2021-09-16,WO00031,22.3
OR0010594,CU03916,CA,2025-04-05,WO00493,9.56
OR0010595,CU03404,IR,2026-01-27,WO00067,44.54
OR0010596,CU05547,IR,2021-08-14,WO00434,18.46
OR0010597,CU03503,UK,2023-11-16,WO00465,34.4525
OR0010598,CU05479,IR,2025-09-09,WO00397,69.34
OR0010599,CU00812,IR,2024-08-28,WO00425,32.870000000000005
OR0010600,CU07514,IR,2023-01-26,WO00184,33.0
OR0010601,CU03556,UK,2022-02-11,WO00391,96.21249999999999
OR0010602,CU07781,CA,2026-01-09,WO00413,23.5
OR0010603,CU04859,IR,2024-07-01,WO00085,67.44
OR0010604,CU03546,UK,2025-04-13,WO00349,33.66
OR0010605,CU00201,UK,2020-08-07,WO00051,66.24
OR0010606,CU05134,CA,2024-09-05,WO00420,44.71
OR0010607,CU07317,IR,2024-12-01,WO00221,49.177499999999995
OR0010608,CU02065,CA,2025-09-26,WO00420,56.08
OR0010609,CU00130,IR,2024-08-27,WO00184,40.5
OR0010610,CU07936,UK,2026-03-08,WO00168,24.189999999999998
OR0010611,CU08087,IR,2021-07-08,WO00302,33.71
OR0010612,CU05742,IR,2026-01-08,WO00490,36.03
OR0010613,CU04235,UK,2021-11-05,WO00438,35.36
OR0010614,CU03054,UK,2025-08-02,WO00277,36.167500000000004
OR0010615,CU03867,CA,2025-07-06,WO00493,18.92
OR0010616,CU08717,CA,2024-04-14,WO00152,75.52499999999999
OR0010617,CU05219,UK,2023-11-20,WO00128,90.52
OR0010618,CU02772,UK,2026-02-06,WO00344,49.0
OR0010619,CU07666,UK,2025-10-18,WO00276,101.83
OR0010620,CU05738,CA,2024-11-28,WO00190,122.14999999999999
OR0010621,CU06834,IR,2026-01-05,WO00448,19.79
OR0010622,CU07029,UK,2025-01-26,WO00396,31.24
OR0010623,CU04437,IR,2024-03-10,WO00388,22.08
OR0010624,CU04585,UK,2023-01-09,WO00119,41.38
OR0010625,CU04312,IR,2025-07-13,WO00448,33.36
OR0010626,CU08107,CA,2022-06-21,WO00218,51.125
OR0010627,CU02555,UK,2018-06-30,WO00008,11.06
OR0010628,CU05691,UK,2022-07-08,WO00384,11.99
OR0010629,CU04770,CA,2024-12-20,WO00225,19.830000000000002
OR0010630,CU05735,UK,2023-12-29,WO00291,16.5
OR0010631,CU06315,UK,2019-03-10,WO00177,52.769999999999996
OR0010632,CU04838,CA,2022-12-30,WO00110,122.18
OR0010633,CU02250,UK,2023-11-05,WO00127,158.63
OR0010634,CU01441,CA,2021-07-28,WO00209,5.2
OR0010635,CU04392,IR,2024-12-21,WO00403,44.21
OR0010636,CU06238,UK,2025-05-13,WO00326,73.86
OR0010637,CU07362,UK,2019-03-24,WO00109,35.2
OR0010638,CU05936,CA,2022-01-19,WO00233,25.099999999999998
OR0010639,CU02412,UK,2023-04-08,WO00430,41.3175
OR0010640,CU04509,CA,2025-08-29,WO00420,41.620000000000005
OR0010641,CU03413,CA,2025-11-20,WO00050,48.879999999999995
OR0010642,CU01745,IR,2022-08-31,WO00138,148.84
OR0010643,CU02271,IR,2026-02-13,WO00406,32.33
OR0010644,CU07205,UK,2025-08-28,WO00443,61.77
OR0010645,CU07039,UK,2023-03-30,WO00220,66.00999999999999
OR0010646,CU07482,IR,2026-02-08,WO00023,26.25
OR0010647,CU04826,UK,2025-01-31,WO00327,54.46
OR0010648,CU04037,UK,2021-05-15,WO00151,53.43
OR0010649,CU07335,UK,2025-07-28,WO00182,6.9
OR0010650,CU00782,CA,2022-04-08,WO00197,28.07
OR0010651,CU05833,CA,2024-10-23,WO00044,97.78999999999999
OR0010652,CU08676,UK,2024-03-02,WO00133,28.9075
OR0010653,CU00670,UK,2020-12-14,WO00335,42.06
OR0010654,CU07746,CA,2023-06-17,WO00200,55.769999999999996
OR0010655,CU02695,UK,2024-07-26,WO00033,71.23
OR0010656,CU00077,UK,2024-06-10,WO00317,31.68
OR0010657,CU00333,CA,2025-10-18,WO00249,28.770000000000003
OR0010658,CU01016,CA,2025-10-22,WO00250,26.560000000000002
OR0010659,CU07439,UK,2025-02-12,WO00349,6.15
OR0010660,CU03512,CA,2023-11-04,WO00281,76.67
OR0010661,CU04298,UK,2025-01-01,WO00036,6.81
OR0010662,CU03606,IR,2023-10-10,WO00341,71.45
OR0010663,CU00441,CA,2025-12-23,WO00347,48.61
OR0010664,CU08307,CA,2025-12-13,WO00428,35.9
OR0010665,CU01338,IR,2022-12-15,WO00239,56.5
OR0010666,CU06112,UK,2019-02-07,WO00065,23.14
OR0010667,CU04254,CA,2025-12-09,WO00464,29.84
OR0010668,CU01506,IR,2020-01-04,WO00265,9.86
OR0010669,CU05436,UK,2026-02-23,WO00199,16.71
OR0010670,CU06995,UK,2023-04-10,WO00384,31.349999999999998
OR0010671,CU05347,CA,2026-01-31,WO00190,48.39
OR0010672,CU03610,IR,2022-03-23,WO00494,22.69
OR0010673,CU02124,UK,2026-03-05,WO00466,66.01
OR0010674,CU04117,UK,2024-10-05,WO00385,7.59
OR0010675,CU03321,UK,2025-04-27,WO00254,73.19
OR0010676,CU05916,UK,2025-08-26,WO00438,15.925
OR0010677,CU01323,CA,2023-10-12,WO00320,9.58
OR0010678,CU07790,UK,2021-06-06,WO00348,51.0075
OR0010679,CU03842,CA,2025-07-02,WO00259,53.94
OR0010680,CU06285,UK,2025-10-17,WO00102,28.32
OR0010681,CU06127,UK,2025-02-23,WO00356,57.69
OR0010682,CU00198,UK,2024-08-31,WO00029,16.17
OR0010683,CU05971,UK,2021-01-19,WO00313,52.1875
OR0010684,CU02026,CA,2025-09-13,WO00066,24.99
OR0010685,CU02739,CA,2023-04-13,WO00089,112.46000000000001
OR0010686,CU01300,UK,2024-06-27,WO00438,46.267500000000005
OR0010687,CU00110,CA,2025-06-09,WO00122,81.57
OR0010688,CU00491,CA,2025-10-12,WO00482,18.1825
OR0010689,CU07235,IR,2026-01-04,WO00437,86.19
OR0010690,CU07217,UK,2017-10-08,WO00119,106.8
OR0010691,CU08012,UK,2019-02-07,WO00104,67.4
OR0010692,CU07380,UK,2023-01-06,WO00258,45.73
OR0010693,CU01767,IR,2025-03-11,WO00487,86.23
OR0010694,CU05340,CA,2025-03-22,WO00038,104.07
OR0010695,CU06862,UK,2022-04-26,WO00391,17.54
OR0010696,CU06523,CA,2026-02-23,WO00395,31.1925
OR0010697,CU05586,UK,2024-07-15,WO00469,31.630000000000003
OR0010698,CU08024,UK,2025-09-14,WO00168,78.6253
OR0010699,CU08131,UK,2024-11-28,WO00002,21.98
OR0010700,CU06446,CA,2026-01-06,WO00018,34.25
OR0010701,CU05469,UK,2020-07-12,WO00036,66.57000000000001
OR0010702,CU07542,UK,2024-11-23,WO00177,18.46
OR0010703,CU06270,UK,2019-09-15,WO00151,36.59
OR0010704,CU06720,CA,2025-09-02,WO00143,39.0
OR0010705,CU02650,CA,2025-04-24,WO00404,49.03
OR0010706,CU06561,UK,2023-03-04,WO00384,59.25
OR0010707,CU00180,UK,2026-01-30,WO00447,127.88
OR0010708,CU05241,IR,2024-03-23,WO00459,61.1
OR0010709,CU06190,UK,2026-01-07,WO00436,22.9
OR0010710,CU08063,CA,2025-07-13,WO00324,25.4
OR0010711,CU00819,UK,2016-08-06,WO00445,28.6
OR0010712,CU07916,UK,2023-02-19,WO00438,26.310000000000002
OR0010713,CU07957,UK,2023-03-24,WO00204,6.59
OR0010714,CU07505,UK,2025-11-29,WO00277,52.27
OR0010715,CU08711,IR,2023-10-26,WO00063,27.48
OR0010716,CU00245,IR,2025-10-20,WO00283,56.99
OR0010717,CU00953,UK,2024-06-18,WO00377,122.53
OR0010718,CU03514,IR,2023-10-20,WO00244,11.2
OR0010719,CU06252,UK,2020-07-14,WO00310,62.4
OR0010720,CU03724,CA,2023-03-18,WO00285,26.82
OR0010721,CU05419,UK,2023-12-11,WO00167,22.85
OR0010722,CU06985,CA,2026-01-01,WO00225,41.75
OR0010723,CU08735,CA,2022-06-11,WO00354,11.46
OR0010724,CU05315,UK,2025-12-06,WO00133,57.28
OR0010725,CU04613,IR,2020-12-05,WO00011,32.480000000000004
OR0010726,CU08343,UK,2022-09-24,WO00335,160.95999999999998
OR0010727,CU08311,CA,2026-03-16,WO00428,90.16
OR0010728,CU05322,CA,2025-01-11,WO00218,48.230000000000004
OR0010729,CU06949,UK,2023-07-22,WO00003,24.19
OR0010730,CU02981,UK,2023-02-06,WO00022,22.08
OR0010731,CU05952,UK,2024-05-12,WO00271,32.17
OR0010732,CU02963,CA,2025-12-19,WO00099,80.33
OR0010733,CU04437,IR,2022-07-24,WO00495,27.54
OR0010734,CU00535,CA,2025-08-11,WO00218,42.37
OR0010735,CU05369,UK,2024-09-20,WO00269,63.540000000000006
OR0010736,CU06470,UK,2023-02-19,WO00326,46.69
OR0010737,CU02430,UK,2022-10-06,WO00353,28.5
OR0010738,CU03595,UK,2022-11-15,WO00318,50.79
OR0010739,CU07514,IR,2025-03-25,WO00011,17.64
OR0010740,CU00428,IR,2019-07-24,WO00213,37.120000000000005
OR0010741,CU01325,IR,2021-02-14,WO00336,64.309
OR0010742,CU01235,UK,2020-02-10,WO00256,13.0
OR0010743,CU06511,IR,2023-03-20,WO00062,78.24
OR0010744,CU08527,UK,2025-09-12,WO00396,153.29
OR0010745,CU02960,IR,2020-06-30,WO00132,34.56
OR0010746,CU07998,IR,2023-04-08,WO00336,9.870000000000001
OR0010747,CU04433,IR,2022-10-29,WO00357,39.5
OR0010748,CU07521,IR,2020-07-18,WO00340,6.5249999999999995
OR0010749,CU05576,UK,2024-08-21,WO00104,30.3275
OR0010750,CU01018,CA,2024-08-09,WO00402,53.82
OR0010751,CU03356,CA,2024-04-13,WO00414,24.29
OR0010752,CU01303,CA,2025-12-23,WO00103,81.7
OR0010753,CU04703,CA,2025-04-22,WO00366,25.81
OR0010754,CU06231,UK,2021-05-29,WO00189,27.400000000000002
OR0010755,CU02724,UK,2023-05-27,WO00080,37.86
OR0010756,CU08622,UK,2023-08-10,WO00101,57.4
OR0010757,CU01755,UK,2023-01-18,WO00189,40.69
OR0010758,CU07628,IR,2025-10-18,WO00265,45.6875
OR0010759,CU04893,UK,2023-04-10,WO00109,49.199999999999996
OR0010760,CU03914,UK,2025-08-22,WO00135,13.2
OR0010761,CU07883,IR,2024-09-22,WO00163,8.049999999999999
OR0010762,CU07417,IR,2021-08-18,WO00087,35.652499999999996
OR0010763,CU05311,UK,2024-03-14,WO00033,8.7
OR0010764,CU01704,IR,2024-01-14,WO00112,23.5
OR0010765,CU03569,UK,2019-06-10,WO00065,73.7975
OR0010766,CU08052,CA,2026-01-30,WO00260,34.59
OR0010767,CU01422,UK,2021-08-24,WO00095,25.22
OR0010768,CU00823,UK,2026-02-08,WO00439,46.69
OR0010769,CU03540,CA,2026-01-28,WO00172,35.07
OR0010770,CU04842,CA,2025-08-06,WO00414,112.26
OR0010771,CU04089,CA,2023-08-25,WO00012,6.97
OR0010772,CU07083,CA,2025-03-04,WO00066,20.79
OR0010773,CU04724,CA,2023-07-13,WO00462,76.555
OR0010774,CU06417,CA,2023-07-31,WO00264,21.53
OR0010775,CU00605,IR,2025-09-09,WO00023,37.33
OR0010776,CU00143,UK,2025-12-27,WO00344,46.35
OR0010777,CU00580,CA,2024-07-15,WO00152,35.92
OR0010778,CU02789,UK,2021-06-10,WO00101,45.42
OR0010779,CU04018,CA,2025-01-22,WO00226,45.89
OR0010780,CU06426,CA,2026-02-09,WO00299,23.79
OR0010781,CU03709,CA,2024-04-21,WO00012,56.9
OR0010782,CU05708,CA,2025-10-17,WO00227,65.93
OR0010783,CU06584,UK,2024-12-15,WO00234,66.86
OR0010784,CU04157,UK,2023-02-02,WO00433,41.93
OR0010785,CU02589,CA,2022-10-05,WO00264,83.195
OR0010786,CU07727,UK,2026-03-09,WO00287,20.48
OR0010787,CU08205,UK,2023-09-20,WO00405,62.31
OR0010788,CU01484,IR,2023-03-23,WO00121,30.45
OR0010789,CU00857,CA,2025-08-05,WO00286,38.15
OR0010790,CU04682,UK,2020-01-14,WO00411,30.73
OR0010791,CU05825,IR,2023-04-22,WO00062,3.8800000000000003
OR0010792,CU07762,IR,2025-09-14,WO00146,33.64
OR0010793,CU03169,IR,2024-05-30,WO00079,39.36
OR0010794,CU01428,UK,2025-03-02,WO00220,44.4
OR0010795,CU08499,CA,2025-10-04,WO00484,49.435
OR0010796,CU05599,UK,2025-08-24,WO00022,39.53
OR0010797,CU03392,CA,2025-10-15,WO00251,10.8625
OR0010798,CU04056,CA,2023-04-28,WO00124,48.4075
OR0010799,CU01297,CA,2026-02-10,WO00464,7.93
OR0010800,CU07148,CA,2024-12-19,WO00460,26.720000000000002
OR0010801,CU01520,UK,2025-05-12,WO00158,36.01
OR0010802,CU05987,UK,2023-10-29,WO00097,48.4575
OR0010803,CU02509,UK,2023-04-04,WO00335,35.5675
OR0010804,CU08300,UK,2025-12-13,WO00410,15.66
OR0010805,CU03665,UK,2021-04-19,WO00104,23.16
OR0010806,CU04065,IR,2025-12-20,WO00243,40.7
OR0010807,CU01030,CA,2024-11-19,WO00090,29.4125
OR0010808,CU05004,CA,2026-01-26,WO00173,64.46
OR0010809,CU01519,UK,2024-02-20,WO00093,33.13
OR0010810,CU02521,CA,2025-06-13,WO00304,5.48
OR0010811,CU05898,UK,2023-03-23,WO00377,50.05
OR0010812,CU06882,UK,2025-05-23,WO00356,87.19
OR0010813,CU01507,CA,2025-09-21,WO00120,18.2452
OR0010814,CU00571,UK,2022-09-25,WO00399,47.88
OR0010815,CU04738,IR,2025-09-14,WO00415,94.94
OR0010816,CU06166,UK,2022-12-18,WO00036,25.71
OR0010817,CU01460,UK,2023-12-30,WO00109,73.7625
OR0010818,CU01061,UK,2026-02-11,WO00088,13.129999999999999
OR0010819,CU05226,UK,2024-10-04,WO00353,57.0025
OR0010820,CU02300,UK,2022-10-29,WO00313,25.78
OR0010821,CU04159,CA,2024-03-16,WO00242,87.96749999999999
OR0010822,CU08325,UK,2025-10-30,WO00081,101.51
OR0010823,CU05417,UK,2026-01-16,WO00199,35.72
OR0010824,CU08845,CA,2024-05-05,WO00211,34.07
OR0010825,CU02428,CA,2023-12-15,WO00090,30.27
OR0010826,CU01586,UK,2022-09-27,WO00432,48.89
OR0010827,CU00939,IR,2026-02-04,WO00132,22.84
OR0010828,CU01905,CA,2025-06-02,WO00037,51.199999999999996
OR0010829,CU04460,CA,2024-10-22,WO00281,41.72
OR0010830,CU08112,CA,2024-11-10,WO00380,19.52
OR0010831,CU05338,UK,2023-06-10,WO00287,17.240000000000002
OR0010832,CU05546,CA,2023-07-02,WO00486,19.62
OR0010833,CU08602,CA,2025-02-18,WO00407,22.29
OR0010834,CU00026,UK,2015-04-12,WO00210,27.54
OR0010835,CU08786,UK,2025-09-19,WO00128,16.19
OR0010836,CU08747,CA,2025-04-04,WO00152,51.56
OR0010837,CU02369,IR,2023-08-13,WO00426,57.33
OR0010838,CU00416,CA,2025-11-05,WO00330,65.295
OR0010839,CU05574,CA,2025-09-11,WO00294,75.17
OR0010840,CU08383,CA,2022-05-09,WO00165,43.58
OR0010841,CU01412,CA,2026-01-09,WO00404,28.0425
OR0010842,CU04540,UK,2019-11-05,WO00008,50.9
OR0010843,CU08305,CA,2026-01-13,WO00478,27.490000000000002
OR0010844,CU02591,CA,2026-02-28,WO00304,15.084999999999999
OR0010845,CU02032,CA,2025-10-11,WO00303,17.240000000000002
OR0010846,CU02634,UK,2023-07-22,WO00271,13.530000000000001
OR0010847,CU03049,UK,2024-05-07,WO00333,15.38
OR0010848,CU08075,UK,2024-07-26,WO00318,29.97
OR0010849,CU00035,CA,2025-12-25,WO00390,46.64
OR0010850,CU01729,IR,2025-03-10,WO00421,26.45
OR0010851,CU05943,IR,2022-04-19,WO00060,20.79
OR0010852,CU00149,UK,2024-03-25,WO00207,39.46
OR0010853,CU04997,UK,2020-05-24,WO00384,9.77
OR0010854,CU02527,CA,2025-12-22,WO00477,64.12
OR0010855,CU05516,IR,2026-02-03,WO00112,35.9975
OR0010856,CU05491,IR,2023-02-23,WO00085,18.28
OR0010857,CU04123,UK,2025-11-10,WO00182,57.255
OR0010858,CU00404,UK,2023-08-25,WO00115,67.0425
OR0010859,CU06414,IR,2022-08-01,WO00213,66.48
OR0010860,CU02819,CA,2025-10-12,WO00015,15.08
OR0010861,CU01642,CA,2026-02-21,WO00190,14.13
OR0010862,CU08116,CA,2026-01-23,WO00211,57.92
OR0010863,CU05027,UK,2025-09-03,WO00433,38.01
OR0010864,CU01775,CA,2023-10-28,WO00324,35.14
OR0010865,CU04943,CA,2026-01-13,WO00460,13.59
OR0010866,CU02363,CA,2026-01-21,WO00038,63.32
OR0010867,CU03233,IR,2025-06-08,WO00130,83.03999999999999
OR0010868,CU01629,CA,2024-08-19,WO00224,104.35
OR0010869,CU05220,UK,2023-08-07,WO00383,11.3
OR0010870,CU07582,CA,2025-01-18,WO00325,12.69
OR0010871,CU04253,CA,2025-09-06,WO00094,92.19
OR0010872,CU03350,UK,2025-05-26,WO00109,46.86
OR0010873,CU04657,UK,2020-04-28,WO00194,39.63
OR0010874,CU08722,CA,2024-05-26,WO00296,79.42
OR0010875,CU08052,CA,2025-08-24,WO00366,18.75
OR0010876,CU03023,UK,2023-12-07,WO00373,83.17
OR0010877,CU06479,IR,2022-12-27,WO00500,50.43
OR0010878,CU05966,CA,2025-10-16,WO00301,56.260000000000005
OR0010879,CU08421,CA,2025-10-27,WO00186,94.72
OR0010880,CU02241,UK,2015-11-07,WO00310,49.660000000000004
OR0010881,CU07594,UK,2026-02-19,WO00151,63.07
OR0010882,CU06837,UK,2025-03-14,WO00491,60.55
OR0010883,CU07962,IR,2025-05-04,WO00004,60.37
OR0010884,CU08327,CA,2025-06-12,WO00192,14.14
OR0010885,CU07721,CA,2024-08-04,WO00037,47.67
OR0010886,CU07324,CA,2024-05-24,WO00241,28.89
OR0010887,CU00296,CA,2022-12-20,WO00120,20.1
OR0010888,CU02825,UK,2025-09-05,WO00290,93.27999999999999
OR0010889,CU06483,CA,2024-05-19,WO00332,66.13
OR0010890,CU04503,CA,2026-01-16,WO00402,38.519999999999996
OR0010891,CU06004,CA,2025-04-08,WO00288,70.52
OR0010892,CU03539,UK,2025-10-23,WO00031,13.22
OR0010893,CU04632,CA,2026-01-03,WO00066,8.1525
OR0010894,CU06473,CA,2022-10-28,WO00444,45.75
OR0010895,CU01282,UK,2020-02-25,WO00445,21.7
OR0010896,CU05347,CA,2026-03-06,WO00358,45.49
OR0010897,CU03038,UK,2025-10-19,WO00334,52.57
OR0010898,CU08531,UK,2020-04-28,WO00385,53.69
OR0010899,CU04802,IR,2024-12-19,WO00357,16.18
OR0010900,CU06890,IR,2025-04-28,WO00140,68.03
OR0010901,CU03481,UK,2023-12-11,WO00022,39.58
OR0010902,CU06628,CA,2024-11-06,WO00044,33.9825
OR0010903,CU04292,CA,2022-01-30,WO00364,6.6499999999999995
OR0010904,CU00716,UK,2023-05-05,WO00441,95.17
OR0010905,CU02533,UK,2024-07-22,WO00373,36.56
OR0010906,CU07150,UK,2018-11-20,WO00452,80.67999999999999
OR0010907,CU05261,CA,2025-08-02,WO00257,71.89
OR0010908,CU06976,CA,2022-06-10,WO00186,34.4
OR0010909,CU07720,CA,2024-01-14,WO00153,93.17999999999999
OR0010910,CU05563,UK,2024-04-11,WO00343,47.660000000000004
OR0010911,CU03367,UK,2024-02-06,WO00059,25.9
OR0010912,CU07748,CA,2026-03-10,WO00288,20.86
OR0010913,CU01990,UK,2025-12-18,WO00005,129.655
OR0010914,CU05781,UK,2022-03-15,WO00405,123.46000000000001
OR0010915,CU06547,CA,2025-12-24,WO00165,100.88
OR0010916,CU08077,CA,2025-01-16,WO00460,44.32
OR0010917,CU02015,UK,2022-07-20,WO00356,23.28
OR0010918,CU06149,UK,2020-06-17,WO00441,19.34
OR0010919,CU05890,UK,2022-11-22,WO00326,17.14
OR0010920,CU01676,UK,2024-12-05,WO00315,63.16
OR0010921,CU05464,UK,2025-08-14,WO00452,44.32
OR0010922,CU06313,CA,2025-10-22,WO00286,37.79
OR0010923,CU02319,UK,2024-12-21,WO00102,53.9
OR0010924,CU06852,UK,2022-08-05,WO00384,56.8
OR0010925,CU08294,IR,2021-12-02,WO00212,21.83
OR0010926,CU06039,CA,2026-03-12,WO00296,9.75
OR0010927,CU01715,UK,2022-09-10,WO00473,53.31
OR0010928,CU08965,CA,2025-05-18,WO00354,98.06
OR0010929,CU01526,CA,2024-12-04,WO00484,71.4425
OR0010930,CU04163,CA,2025-11-19,WO00038,77.28750000000001
OR0010931,CU00301,IR,2021-06-28,WO00011,40.2425
OR0010932,CU08167,CA,2025-09-03,WO00205,54.3
OR0010933,CU06135,IR,2024-03-26,WO00240,33.295
OR0010934,CU05780,UK,2020-05-13,WO00219,11.8
OR0010935,CU06666,CA,2025-12-15,WO00257,64.15
OR0010936,CU00460,UK,2024-04-29,WO00310,86.1
OR0010937,CU05134,CA,2024-09-29,WO00347,48.9
OR0010938,CU01712,CA,2023-02-15,WO00390,85.78
OR0010939,CU02649,CA,2025-12-26,WO00124,52.13
OR0010940,CU06229,UK,2024-09-16,WO00271,12.35
OR0010941,CU06061,UK,2024-02-22,WO00436,40.97
OR0010942,CU06914,CA,2022-02-12,WO00200,80.19
OR0010943,CU07926,UK,2026-02-01,WO00359,22.990000000000002
OR0010944,CU02797,CA,2025-12-19,WO00330,34.28
OR0010945,CU03087,CA,2025-08-23,WO00192,56.4
OR0010946,CU03124,UK,2020-07-22,WO00051,43.1
OR0010947,CU02061,UK,2025-11-16,WO00078,62.099999999999994
OR0010948,CU02060,CA,2024-08-13,WO00444,114.53
OR0010949,CU00026,UK,2023-05-10,WO00219,32.6
OR0010950,CU02658,UK,2021-08-07,WO00002,53.050000000000004
OR0010951,CU02515,UK,2024-05-17,WO00396,66.21
OR0010952,CU04528,CA,2026-03-04,WO00324,7.13
OR0010953,CU06452,UK,2025-02-05,WO00150,191.565
OR0010954,CU00946,IR,2025-10-07,WO00425,45.25
OR0010955,CU02933,CA,2025-11-16,WO00259,14.88
OR0010956,CU08052,CA,2025-12-25,WO00298,32.15
OR0010957,CU02900,UK,2021-01-07,WO00203,39.6
OR0010958,CU08029,CA,2025-10-31,WO00224,44.05500000000001
